Barcode,Number of ears,Total Weight seed_cob,Seed weight 1,Weight of 20 seeds,Average seed weight,Cob weight,Average cob weight,Average cob length,Average cob width,Cob length 1,Cob width 1,Cob length 2,Cob width 2,Cob length 3,Cob width 3,Cob length 4,Cob width 4,Cob length 5,Cob width 5,Cob length 6,Cob width 6,Cob length 7,Cob Width 7,Cob Length 8,Cob width 8,Number of Seeds 1
2018-2125OP_Mt42OP,5,225.4,181.9,3.5,93.45,43.5,8.7,115.938,21.114,118.5,22.2,99.91,21.74,135.55,21.11,127.16,19.28,98.57,21.24,,,,,,,
2018-2015OP_A554OP,5,129.5,101.6,2.3,53.3,27.9,5.58,69.366,20.798,58.98,21.71,88.24,20.61,68.37,18.32,58.01,23.29,73.23,20.06,,,,,,,
2018-4295OP_NC340OP,3,234.1,184.2,4.4,93.6,49.9,16.63333333,127.0666667,26.68666667,133.13,25.24,116.49,29.06,131.58,25.76,,,,,,,,,,,
2018-2077OP_NC304OP,1,48.8,43,4.7,22,5.8,5.8,116.84,20.74,116.84,20.74,,,,,,,,,,,,,,,
2018-2419OP_F6OP,1,38.6,23.4,6,12.2,15.2,15.2,103.34,18.35,103.34,18.35,,,,,,,,,,,,,,,
2018-3303OP_B109OP,3,214,172.1,4,87.55,41.9,13.96666667,125.37,25.22,102.55,25.16,131.7,26.6,141.86,23.9,,,,,,,,,,,
2018-3421OP_NC342OP,1,14.6,9.8,5.7,5.4,4.8,4.8,109.69,22.68,109.69,22.68,,,,,,,,,,,,,,,
2018-4235OP_Pa762OP,3,141.1,107.9,5.1,55.45,33.2,11.06666667,187.9533333,36.12,116.44,24.21,117.45,23.82,108.34,19.9,107.76,20.16,113.87,20.27,,,,,,,
2018-2185OP_NC370OP,3,147.5,92.1,7.4,47.55,55.4,18.46666667,171.6766667,22.69333333,138.03,20.64,191,25.5,186,21.94,,,,,,,,,,,
2018-2035OP_N6OP,1,23.9,20.5,2.5,10.75,3.4,3.4,125.69,23.44,125.69,23.44,,,,,,,,,,,,,,,
2018-2021OP_PHT11OP,3,243.1,195.3,6.2,99.15,47.8,15.93333333,140.51,15.33666667,155,23.71,122.03,22.3,144.5,,,,,,,,,,,,
2018-2005OP_A635OP,7,70,12.5,4.1,9.75,57.5,8.214285714,87.09,18.74,108.21,18.11,120.09,19.95,95.38,19.95,123.48,22.13,85.1,16.43,105.05,20.62,77.37,13.99,,,
2018-3353OP_Il677aOP,1,31.4,17.2,4.4,9.1,14.2,14.2,101.94,31.03,101.94,31.03,,,,,,,,,,,,,,,
2018-2469OP_NC348OP,5,199,136.1,5.2,70.55,62.9,12.58,138.688,22.666,152.78,25.2,116.94,21.09,126.47,23.58,153.97,21.04,143.28,22.42,,,,,,,
2018-2029OP_MEF156-55-2OP,1,10.6,9.8,3.4,5.4,0.8,0.8,107.81,19.35,107.81,19.35,,,,,,,,,,,,,,,
2018-2081OP_SC357OP,2,47.3,22.1,4.3,12.05,25.2,12.6,105.845,19.8,107.32,20.36,104.37,19.24,,,,,,,,,,,,,
2018-2047OP_VaW6OP,4,134.4,82.8,4.7,43.4,51.6,12.9,147.8025,22.615,140.86,22.54,157,21.82,157,23.25,136.35,22.85,,,,,,,,,
